titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,mainDirector,numVotes,mainDirectorBirthYear,mainDirectorDeathYear,MainDirectorPrimaryProfession,mainWriter,mainWriterBirthYear,mainWriterDeathYear,MainWriterPrimaryProfession,titleLength,genderVoters,worldPromotion,Downloads,prefVotersCountry,firstShownCountry,Cash,rating
movie,Burning Palms,Burning Palms,0,2010,\N,105,"Comedy,Thriller",Christopher Landon,2444,1975,\N,"writer,producer,director",Christopher Landon,1975,\N,"writer,producer,director",13,1506.0,0,7305,TJ,MY,43772,6.27
movie,Left for Dead,Left for Dead,0,2007,\N,82,"Horror,Mystery,Thriller",Christopher Harrison,493,\N,\N,"producer,director,writer",Christopher Harrison,\N,\N,"producer,director,writer",13,492.0,0,3445,KZ,GA,23217,5.75
movie,Abandoned,Abandoned,0,1949,\N,79,"Crime,Drama,Film-Noir",Joseph M. Newman,169,1909,2006,"director,assistant_director,miscellaneous",Irwin Gielgud,1919,1961,writer,9,169.0,1,7775,SA,LY,2453,5.54
movie,Port of Call,Hamnstad,0,1948,\N,100,Drama,Ingmar Bergman,1570,1918,2007,"writer,director,actor",Ingmar Bergman,1918,2007,"writer,director,actor",8,451.0,1,8206,MQ,AU,21314,6.69
video,Hell Hath No Fury,Hell Hath No Fury,0,2006,\N,113,Horror,Rob Carpenter,120,1973,\N,"actor,producer,director",Vince D'Amato,\N,\N,"director,writer,editor",17,38.0,1,1610,BW,GN,16158,3.6
movie,The Man Who Laughs,L'homme qui rit,0,2012,\N,95,Drama,Jean-Pierre Améris,1145,1961,\N,"director,writer",Jean-Pierre Améris,1961,\N,"director,writer",15,126.0,1,6786,MW,BZ,25454,6.13
tvSeries,High Maintenance,High Maintenance,0,2012,2015,30,Comedy,Thomas De Napoli,3001,\N,\N,"director,writer,editor",Katja Blichfeld,\N,\N,"casting_department,casting_director,writer",16,2562.0,0,3258,RO,RO,37555,6.99
video,Bio Slime,Contagion,0,2010,\N,90,Horror,John Lechago,146,\N,\N,"visual_effects,director,writer",John Lechago,\N,\N,"visual_effects,director,writer",9,58.0,1,8101,KH,NI,42287,6.45
movie,The Lost Skeleton of Cadavra,The Lost Skeleton of Cadavra,0,2001,\N,90,"Comedy,Horror,Sci-Fi",Larry Blamire,4349,\N,\N,"writer,director,actor",Larry Blamire,\N,\N,"writer,director,actor",28,4044.0,0,7403,GE,CG,15076,6.55
movie,Favor,Favor,0,2013,\N,102,Thriller,Paul Osborne,775,\N,\N,"editor,writer,director",Paul Osborne,\N,\N,"editor,writer,director",5,360.0,0,-1,DJ,VC,35297,5.71
movie,Blue Crush,Blue Crush,0,2002,\N,104,"Drama,Romance,Sport",John Stockwell,28008,1961,\N,"actor,director,writer",Susan Orlean,1955,\N,"writer,actress",10,19369.0,1,9857,AR,SR,35461,6.67
movie,The Littlest Rebel,The Littlest Rebel,0,1935,\N,73,"Comedy,Drama,Family",David Butler,1171,1894,1979,"director,actor,writer",Edwin J. Burke,1889,1944,"writer,director,actor",18,1148.0,0,7852,TV,AZ,62157,7.28
movie,Why Me?,De ce eu?,0,2015,\N,125,"Drama,Thriller",Tudor Giurgiu,1798,1972,\N,"producer,director,writer",Tudor Giurgiu,1972,\N,"producer,director,writer",9,1613.0,1,8257,RW,BW,40267,5.83
movie,Secret of the Wings,Secret of the Wings,0,2012,\N,75,"Animation,Family,Fantasy",Roberts Gannaway,9278,1965,\N,"producer,miscellaneous,director",Roberts Gannaway,1965,\N,"producer,miscellaneous,director",19,8589.0,1,4218,SS,VE,42831,7.47
tvEpisode,Deliverance,Deliverance,0,2003,\N,\N,Comedy,Dewi Humphreys,37,1947,\N,"director,camera_department,producer",Andrea Solomons,\N,\N,"writer,producer",11,6.0,0,823,QA,BS,61147,7.28
tvEpisode,The Nightmare,The Nightmare,0,2016,\N,\N,"Horror,Mystery,Short",John Fitzpatrick,13,1975,\N,"editor,director,producer",John Fitzpatrick,1975,\N,"editor,director,producer",13,3.0,0,4420,SX,IM,11414,5.64
movie,One,One,0,2017,\N,148,"Drama,Thriller",Birsa Dasgupta,152,1979,\N,"director,writer,producer",Abhimanyu Mukherjee,\N,\N,"writer,actor,director",3,121.0,0,5307,BS,VA,292,6.92
movie,Because I Said So,Because I Said So,0,2007,\N,102,"Comedy,Romance",Michael Lehmann,34994,1957,\N,"director,producer,miscellaneous",Karen Leigh Hopkins,\N,\N,"actress,writer,producer",17,23922.0,0,6198,TM,GM,17535,6.96
tvSeries,Rocket Power,Rocket Power,0,1999,2004,30,"Animation,Family,Sport",Anthony Bell,6851,\N,\N,"director,animation_department,art_department",Andrew McElfresh,\N,\N,"writer,visual_effects,assistant_director",12,3106.0,0,2577,AF,ZM,53413,6.31
tvMovie,The Calm,Spokój,0,1980,\N,81,Drama,Krzysztof Kieslowski,379,1941,1996,"writer,director,actor",Lech Borski,\N,\N,writer,6,114.0,0,8344,EE,TO,27668,7.02
movie,Piccadilly Jim,Piccadilly Jim,0,2005,\N,97,"Comedy,Romance",John McKay,868,1965,\N,"director,writer,producer",Julian Fellowes,1949,\N,"actor,writer,producer",14,588.0,0,5917,LA,HR,54558,7.03
short,Freezer,Freezer,0,2017,\N,17,"Drama,Short",Dimitrios Nakos,7,\N,\N,"writer,producer,director",Dimitrios Nakos,\N,\N,"writer,producer,director",7,1.0,0,-1,SN,ES,41010,4.57
short,Aurora,Aurora,0,2015,\N,\N,"Drama,Sci-Fi,Short",Guilherme Grosso,6,\N,\N,"sound_department,camera_department,editor",Rute Moura,\N,\N,"actress,writer,producer",6,3.0,0,8071,LC,KI,26327,7.68
movie,Iceman,Iceman,0,1984,\N,100,"Drama,Sci-Fi",Fred Schepisi,4590,1939,\N,"director,producer,writer",Chip Proser,\N,\N,"producer,writer,director",6,3731.0,0,-1,RU,NI,45520,6.54
tvEpisode,Jacob's Ladder,Jacob's Ladder,0,1996,\N,47,"Drama,Family,Fantasy",Michael Schultz,32,1938,\N,"director,producer,music_department",John Masius,1950,\N,"writer,producer,miscellaneous",14,15.0,0,3631,EE,BQ,25228,7.52
tvEpisode,Animalympics,Animalympics,0,2012,\N,\N,Comedy,Brad Jones,5,1981,\N,"editor,producer,writer",Brad Jones,1981,\N,"editor,producer,writer",12,4.0,0,-1,UG,TL,13136,7.32
movie,Holy Smoke,Holy Smoke,0,1999,\N,115,"Comedy,Drama",Jane Campion,13030,1954,\N,"writer,director,producer",Anna Campion,1952,\N,"director,writer,miscellaneous",10,12637.0,0,4819,PK,MZ,26388,6.42
short,Laska,Laska,0,2012,\N,19,"Drama,Short",Eliza Subotowicz,10,\N,\N,"miscellaneous,camera_department,director",Eliza Subotowicz,\N,\N,"miscellaneous,camera_department,director",5,0.0,0,4349,GA,RS,51343,5.7
movie,South West 9,South West 9,0,2001,\N,90,Drama,Richard Parry,367,1967,\N,"director,producer,cinematographer",Steve North,1965,\N,"actor,director,producer",12,298.0,0,4152,IE,HM,7715,6.8
short,Kara,Kara,0,2013,\N,8,"Drama,Fantasy,Horror",Traolach O Murchu,7,\N,\N,"director,writer,producer",Traolach O Murchu,\N,\N,"director,writer,producer",4,2.0,0,1700,FK,MT,52243,7.96
movie,A Young Connecticut Yankee in King Arthur's Court,A Young Connecticut Yankee in King Arthur's Court,0,1995,\N,95,"Adventure,Fantasy",Ralph L. Thomas,258,1939,\N,"director,writer,producer",Frank Encarnacao,\N,\N,"actor,writer",49,54.0,1,7823,NA,SZ,8132,6.67
movie,Dead Calm,Dead Calm,0,1989,\N,96,"Horror,Thriller",Phillip Noyce,32934,1950,\N,"director,producer,writer",Terry Hayes,1951,\N,"writer,producer,miscellaneous",9,476.0,1,-1,NC,TZ,5333,7.09
short,The Best Man,The Best Man,0,2008,\N,7,"Comedy,Romance,Short",Justin Lazernik,6,\N,\N,"editor,director,actor",Justin Lazernik,\N,\N,"editor,director,actor",12,3.0,0,1814,CU,VN,22447,6.88
tvSeries,Handy Manny,Handy Manny,0,2006,2013,24,"Animation,Family",Maria Estrada,1071,\N,\N,"miscellaneous,casting_director,casting_department",Rachel Ruderman,\N,\N,"writer,soundtrack,music_department",11,190.0,0,4333,MM,SA,29795,4.47
tvEpisode,Exodus,Exodus,0,2008,\N,\N,Comedy,Dewi Humphreys,6,1947,\N,"director,camera_department,producer",Adrian Edmondson,1957,\N,"actor,writer,music_department",6,1.0,0,1483,SE,JO,37340,6.54
tvEpisode,Deathbed,Deathbed,0,2013,\N,44,Crime,Dean Alioto,5,\N,\N,"director,producer,actor",Joshua Koffman,\N,\N,"producer,writer,miscellaneous",8,1.0,1,7323,PG,VN,6250,3.52
movie,Henri 4,Henri 4,0,2010,\N,155,"Biography,Drama,War",Jo Baier,1115,1949,\N,"director,writer,production_manager",Jo Baier,1949,\N,"director,writer,production_manager",7,1095.0,0,2965,HU,ZA,59500,6.61
movie,Street Dreams,Street Dreams,0,2009,\N,88,Drama,Chris Zamoscianyk,952,\N,\N,"camera_department,cinematographer,director",Elisa Delson,\N,\N,"writer,miscellaneous",13,83.0,1,796,SX,AU,27444,8.31
tvEpisode,Nemesis,Nemesis,0,2014,\N,\N,"Comedy,Drama,Mystery",Dan Berlinka,21,\N,\N,"writer,director,producer",Henrietta Ashworth,\N,\N,"writer,actress,producer",7,20.0,1,3354,BL,HN,10935,5.87
movie,Evil Under the Sun,Evil Under the Sun,0,1982,\N,117,"Drama,Mystery",Guy Hamilton,11333,1922,2016,"director,assistant_director,writer",Anthony Shaffer,1926,2001,"writer,miscellaneous",18,2173.0,0,4375,BG,KP,49307,7.59
tvEpisode,Gift,Gift,0,1997,\N,\N,"Crime,Drama",Arend Agthe,5,1949,\N,"director,writer,producer",Wolfgang Büld,1952,\N,"writer,director,actor",4,5.0,0,6879,SG,JE,42550,6.41
tvEpisode,Worrying,Worrying,0,1979,\N,\N,"Comedy,Romance",Gareth Gwenlan,13,1937,2016,"producer,director,miscellaneous",Carla Lane,1928,2016,"writer,producer,soundtrack",8,9.0,0,996,CG,PY,35589,8.07
tvSeries,Zombie Roadkill,Zombie Roadkill,0,2010,\N,\N,"Comedy,Horror,Short",Dave Green,177,\N,\N,"director,camera_department,miscellaneous",Henry Gayden,\N,\N,"writer,miscellaneous",15,81.0,1,4979,TG,LA,8579,5.74
movie,Deja Vu,Deja Vu,0,2006,\N,126,"Action,Crime,Sci-Fi",Tony Scott,268133,1944,2012,"producer,director,actor",Bill Marsilii,1962,\N,"writer,producer,director",7,253397.0,0,3496,LC,IO,17543,7.82
movie,Rob,Rob,0,2013,\N,\N,Documentary,Pjer Zalica,7,1964,\N,"director,writer,producer",Pjer Zalica,1964,\N,"director,writer,producer",3,6.0,0,2443,IN,CO,23250,6.21
tvEpisode,Lady in Red,Lady in Red,0,1974,\N,60,"Action,Crime,Drama",William Wiard,32,1927,1987,"director,editor,sound_department",Max Hodge,1916,2007,"writer,producer,miscellaneous",11,18.0,1,4204,GT,KH,37466,6.85
tvMovie,La traviata,La traviata,0,2005,\N,150,"Drama,Music,Romance",Brian Large,179,1939,\N,"director,producer,miscellaneous",Francesco Maria Piave,1810,1876,"writer,soundtrack,music_department",11,13.0,0,4485,CA,DM,49991,8.35
tvMiniSeries,Die Schatzinsel,Die Schatzinsel,0,1966,1967,85,"Adventure,Family",Wolfgang Liebeneiner,374,1905,1987,"director,actor,writer",Robert Louis Stevenson,1850,1894,"writer,soundtrack",15,124.0,0,2159,FI,TM,15960,6.89
tvEpisode,Timon & Pumbaa,Timon & Pumbaa,0,2001,\N,\N,"Animation,Comedy,Family",Roberts Gannaway,11,1965,\N,"producer,miscellaneous,director",Tracy Berna,\N,\N,"writer,actress,art_department",14,10.0,0,773,KP,BE,6299,7.57
tvEpisode,Second Chance,Second Chance,0,1989,\N,\N,Drama,Brendan Maher,5,\N,\N,"director,producer,miscellaneous",Denise Morgan,1947,2011,"writer,miscellaneous,producer",13,2.0,0,2976,GA,CD,62024,7.03
tvEpisode,Running Scared,Running Scared,0,1966,\N,50,"Adventure,Crime,Drama",James Sheldon,60,1920,2016,"director,producer",Don Brinkley,1921,2012,"writer,producer,miscellaneous",14,53.0,1,217,MX,LA,39543,7.7
movie,Paradise Mall,Schlaraffenland,0,1999,\N,114,"Action,Drama",Friedemann Fromm,403,1963,\N,"director,writer,cinematographer",Christoph Fromm,1958,\N,"writer,camera_department,director",15,159.0,1,7655,MG,BG,3010,6.22
short,The Man Who Loved Flowers,The Man Who Loved Flowers,0,2015,\N,6,"Horror,Romance,Short",Justin Zimmerman,13,1977,\N,"producer,editor,director",Stephen King,1947,\N,"writer,producer,actor",25,7.0,1,6195,TF,AS,59824,5.9
movie,Trail of the Screaming Forehead,Trail of the Screaming Forehead,0,2007,\N,88,"Comedy,Sci-Fi",Larry Blamire,658,\N,\N,"writer,director,actor",Larry Blamire,\N,\N,"writer,director,actor",31,143.0,1,9377,EG,AS,48606,5.82
movie,The Night Shift,The Night Shift,0,2016,\N,63,Horror,Massimiliano Cerchi,74,\N,\N,"producer,director,writer",Anthony Werley,\N,\N,"actor,writer,producer",15,37.0,1,6816,TW,BN,3938,7.43
movie,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014,\N,99,"Adventure,Comedy,Drama",Wes Anderson,601254,1969,\N,"writer,director,producer",Stefan Zweig,1881,1942,writer,24,64284.0,0,2827,ZA,DE,59290,7.86
tvEpisode,Superstar,Superstar,0,1979,\N,\N,"Comedy,Drama",David Moessinger,6,1930,\N,"producer,writer,director",Larry Alexander,\N,\N,"writer,miscellaneous,producer",9,2.0,1,6095,GY,UY,38028,5.73
movie,Dracula and Son,Dracula père et fils,0,1976,\N,96,"Comedy,Horror",Édouard Molinaro,475,1928,2013,"director,writer,actor",Alain Godard,\N,\N,"writer,producer",20,244.0,0,9743,MR,GP,44334,6.35
movie,Nyama nishto po-hubavo ot loshoto vreme,Nyama nishto po-hubavo ot loshoto vreme,0,1971,\N,129,"Drama,Thriller",Metodi Andonov,106,1932,1974,director,Bogomil Raynov,1919,2007,writer,39,6.0,1,1806,NC,MF,1831,6.71
movie,Countdown,Countdown,0,2004,\N,\N,Documentary,Audrius Stonys,5,1966,\N,"director,writer,producer",Audrius Stonys,1966,\N,"director,writer,producer",9,0.0,0,5381,TF,PT,22872,4.67
tvSeries,H2O: Footprints in the Sand,H2O: Footprints in the Sand,0,2008,\N,\N,"Animation,Comedy,Drama",Fujiaki Asari,103,\N,\N,director,Takashi Aoshima,\N,\N,"writer,miscellaneous",27,40.0,1,9638,GM,SM,47406,6.42
movie,Decoding Annie Parker,Decoding Annie Parker,0,2013,\N,91,Drama,Steven Bernstein,2694,\N,\N,"cinematographer,camera_department,director",Adam Bernstein,\N,\N,"editorial_department,miscellaneous,writer",21,2209.0,1,7433,IS,AU,18534,6.1
movie,My Sisters Kids in the Snow,Min søsters børn i sneen,0,2002,\N,84,Family,Tomas Villum Jensen,384,1971,\N,"actor,director,writer",Michael Asmussen,1970,\N,"actor,writer,director",24,261.0,0,-1,MZ,KW,51080,6.24
movie,Who's That Knocking at My Door,I Call First,0,1967,\N,90,"Drama,Romance",Martin Scorsese,6750,1942,\N,"producer,director,actor",Betzi Manoogian,\N,\N,"writer,producer",12,6645.0,0,-1,AW,YE,17841,6.89
short,The Gift,The Gift,0,2005,\N,3,"Animation,Short",Sarah Gencarelli,9,1983,\N,"animation_department,miscellaneous,director",Sarah Gencarelli,1983,\N,"animation_department,miscellaneous,director",8,0.0,1,5231,SN,UY,57186,6.41
movie,Love & Dance,Sipur Hatzi-Russi,0,2006,\N,95,"Drama,Music,Romance",Eitan Anner,244,1969,\N,"director,writer,actor",Eitan Anner,1969,\N,"director,writer,actor",17,31.0,0,8264,BO,PN,30999,7.12
tvEpisode,Labor Pains,Labor Pains,0,2018,\N,21,Comedy,Phill Lewis,45,1968,\N,"actor,director,camera_department",Bob Daily,\N,\N,"producer,writer,miscellaneous",11,33.0,1,3039,TG,RO,40023,5.36
movie,Jack the Giant Killer,Jack the Giant Killer,0,1962,\N,94,"Adventure,Family,Fantasy",Nathan Juran,1831,1907,2002,"director,art_director,writer",Orville H. Hampton,1917,1997,"writer,miscellaneous,cinematographer",21,1310.0,0,4019,KM,TO,2460,2.34
movie,The Stunt Man,The Stunt Man,0,1980,\N,131,"Action,Comedy,Drama",Richard Rush,7720,1929,\N,"director,producer,writer",Lawrence B. Marcus,1917,2001,"writer,miscellaneous",13,1215.0,0,-1,PM,GD,56646,7.5
tvEpisode,Framed,Framed,0,1959,\N,30,"Crime,Drama",Allen H. Miner,6,1917,2004,"director,writer,producer",Allen H. Miner,1917,2004,"director,writer,producer",6,2.0,0,-1,CY,QA,49671,6.84
tvSeries,Dismissed,Dismissed,0,2001,\N,\N,Reality-TV,Natalia Garcia,107,\N,\N,"producer,director,writer",Jason Berlin,1972,\N,"producer,writer,sound_department",9,74.0,1,378,MV,GP,3412,5.86
movie,Jew Suss: Rise and Fall,Jud Süss - Film ohne Gewissen,0,2010,\N,114,"Biography,Drama,War",Oskar Roehler,923,1959,\N,"writer,director,producer",Klaus Richter,\N,\N,writer,29,780.0,0,384,KP,ST,24735,6.1
tvEpisode,Payback,Payback,0,1998,\N,\N,"Action,Adventure",Neil Abramson,9,\N,\N,"director,writer,cinematographer",James Cappe,\N,\N,"producer,writer,miscellaneous",7,5.0,1,5887,KM,GG,23478,7.71
tvEpisode,Miracle,Miracle,0,2009,\N,27,"Comedy,Drama,Romance",Craig Gillespie,166,1967,\N,"director,producer",Diablo Cody,1978,\N,"writer,producer,actress",7,16.0,1,426,LK,WF,6581,6.83
tvEpisode,Python,Python,0,2015,\N,43,"Crime,Drama,Mystery",Janice Cooke,165,\N,\N,"producer,director,writer",Anthony E. Zuiker,1968,\N,"writer,producer,actor",6,153.0,0,3134,FI,TW,45458,4.14
tvSeries,Lockdown,Lockdown,0,2007,\N,\N,"Documentary,Reality-TV",David Ross Smith,170,1965,\N,"miscellaneous,producer,cinematographer",David Ross Smith,1965,\N,"miscellaneous,producer,cinematographer",8,121.0,0,8698,AT,CZ,5126,6.96
short,Cigarettes and Coffee,Un cartus de kent si un pachet de cafea,0,2004,\N,15,Short,Cristi Puiu,693,1967,\N,"writer,director,actor",Cristi Puiu,1967,\N,"writer,director,actor",39,560.0,1,4276,PW,LC,28191,6.54
movie,The Road to Ruin,The Road to Ruin,0,1934,\N,62,Drama,Dorothy Davenport,231,1895,1977,"actress,writer,producer",Dorothy Davenport,1895,1977,"actress,writer,producer",16,166.0,1,3267,MU,NG,29389,5.49
tvEpisode,Never Say Die,Never Say Die,0,1999,\N,\N,"Action,Crime,Drama",Scott Summersgill,34,\N,\N,"director,editor,editorial_department",David Ransil,\N,\N,"miscellaneous,writer",13,14.0,1,2690,TD,GM,57654,5.17
tvEpisode,War,War,0,2017,\N,\N,Comedy,Michael Dowse,6,1973,\N,"director,writer,producer",North Darling,\N,\N,"writer,actor",3,5.0,0,7079,CI,AX,44041,6.96
tvEpisode,Wanted,Wanted,0,2013,\N,42,"Action,Crime,Drama",Eagle Egilsson,359,1966,\N,"cinematographer,director,producer",Craig Silverstein,\N,\N,"producer,writer,miscellaneous",6,33.0,1,2161,GT,SN,57328,6.82
movie,Foxtrot,Foxtrot,0,2017,\N,108,Drama,Samuel Maoz,3222,1962,\N,"director,writer",Samuel Maoz,1962,\N,"director,writer",7,1468.0,1,1154,CA,TH,13331,7.05
movie,The Whisky Robber,A Viszkis,0,2017,\N,126,"Action,Adventure,Biography",Nimród Antal,5037,1973,\N,"director,actor,writer",Nimród Antal,1973,\N,"director,actor,writer",9,1869.0,1,5774,AT,IS,29055,6.63
tvEpisode,City of Angels,City of Angels,0,2011,\N,14,Comedy,Lindsay Ellis,8,1984,\N,"producer,actress,writer",Lindsay Ellis,1984,\N,"producer,actress,writer",14,4.0,0,2402,CF,MX,19955,7.88
tvMiniSeries,3x3 Eyes: Legend of the Divine Demon,Sazan aizu seima densetsu,0,1995,\N,45,Animation,Kiyoko Sayama,242,\N,\N,"art_department,director,animation_department",Akinori Endô,\N,\N,writer,25,143.0,0,3503,LC,UM,38743,6.2
movie,No Stranger Than Love,No Stranger Than Love,0,2015,\N,89,"Comedy,Romance",Nick Wernham,1927,1984,\N,"director,producer,actor",Steve Adams,\N,\N,"writer,actor,producer",21,1086.0,0,7115,WS,IT,34254,5.03
movie,The Wicker Man,The Wicker Man,0,1973,\N,88,"Horror,Mystery,Thriller",Robin Hardy,56066,1929,2016,"actor,writer,director",Anthony Shaffer,1926,2001,"writer,miscellaneous",14,25259.0,0,87,YT,SG,8927,5.51
movie,My Name Is Nobody,Il mio nome è Nessuno,0,1973,\N,116,"Comedy,Western",Tonino Valerii,20162,1934,2016,"director,writer,assistant_director",Sergio Leone,1929,1989,"assistant_director,writer,director",21,10047.0,1,1801,GT,AO,8719,7.51
tvMovie,"Atlantis: End of a World, Birth of a Legend","Atlantis: End of a World, Birth of a Legend",0,2011,\N,88,"Action,Drama",Tony Mitchell,901,\N,\N,"director,location_management,visual_effects",Rhidian Brook,1964,\N,writer,43,812.0,1,2940,HU,ZW,49629,6.85
tvEpisode,Signs,Signs,0,2012,\N,28,Comedy,Doug Walker,74,1981,\N,"writer,producer,editor",Doug Walker,1981,\N,"writer,producer,editor",5,32.0,0,7161,TW,AO,22218,6.99
movie,The Little Fox,Vuk,0,1981,\N,79,"Adventure,Animation,Comedy",Attila Dargay,4655,1927,2009,"director,animation_department,writer",István Fekete,1900,1970,writer,3,976.0,1,9304,SC,GL,54064,7.86
movie,Big Eyes,Big Eyes,0,2014,\N,106,"Biography,Crime,Drama",Tim Burton,73158,1958,\N,"producer,miscellaneous,director",Scott Alexander,1963,\N,"writer,producer,director",8,21937.0,1,6602,KP,AM,18028,7.11
movie,Nothing to Lose,Nothing to Lose,0,1997,\N,98,"Action,Adventure,Comedy",Steve Oedekerk,40293,1961,\N,"writer,producer,actor",Steve Oedekerk,1961,\N,"writer,producer,actor",15,2732.0,0,8882,IM,HU,4131,7.79
short,Undress Me,Ta av mig,0,2012,\N,15,"Drama,Short",Victor Lindgren,349,\N,\N,"director,writer,editor",Jana Bringlöv Ekspong,\N,\N,"make_up_department,actress,writer",9,278.0,0,-1,AX,LK,7854,4.94
movie,Before the Storm,Före stormen,0,2000,\N,106,"Crime,Drama",Reza Parsa,895,1968,\N,"writer,director,assistant_director",Mikael Bengtsson,\N,\N,writer,12,384.0,1,7275,LA,TC,20394,7.35
movie,Naruto Shippûden: The Lost Tower,Gekijouban Naruto Shippuuden: Za rosuto tawâ,0,2010,\N,85,"Action,Adventure,Animation",Masahiko Murata,1939,\N,\N,"director,art_department,miscellaneous",Masashi Kishimoto,1974,\N,"writer,producer,animation_department",44,1363.0,1,1035,BM,ES,42685,6.78
movie,Death and the Maiden,Death and the Maiden,0,1994,\N,103,"Drama,Mystery,Thriller",Roman Polanski,19705,1933,\N,"actor,director,writer",Ariel Dorfman,1942,\N,"writer,producer,director",20,16074.0,1,4725,FJ,PG,41789,7.09
tvEpisode,The Wicker Man,The Wicker Man,0,2013,\N,\N,Comedy,Matt Sloan,8,1973,\N,"writer,producer,director",Craig Johnson,\N,\N,"writer,actor,soundtrack",14,7.0,1,3603,PA,RE,40660,5.51
tvEpisode,The Art of War,The Art of War,0,2018,\N,43,"Biography,Crime",Kate Woods,110,\N,\N,"director,assistant_director",Kyle Long,\N,\N,"writer,miscellaneous,producer",14,66.0,0,8209,RS,AE,1241,6.38
tvEpisode,Crusade,Crusade,0,2004,\N,43,"Adventure,Drama,Romance",Greg Beeman,830,1962,\N,"producer,director,actor",Jerry Siegel,1914,1996,"writer,miscellaneous,art_department",7,176.0,0,1566,CA,LU,30906,6.83
tvEpisode,Sympathy for the Devil,Sympathy for the Devil,0,2015,\N,43,"Drama,Fantasy",James Genn,42,1972,\N,"director,sound_department,producer",Morwyn Brebner,\N,\N,"writer,producer,actress",22,19.0,0,-1,LV,HT,54817,6.78
movie,Wanted,Wanted,0,1999,\N,90,Fantasy,Harald Sicheritz,375,1958,\N,"director,writer,actor",Alfred Dorfer,1961,\N,"writer,producer,actor",6,103.0,0,9221,IT,ML,85,6.82
movie,Girls Trip,Girls Trip,0,2017,\N,122,"Comedy,Drama",Malcolm D. Lee,26129,1970,\N,"director,producer,writer",Erica Rivinoja,\N,\N,"producer,miscellaneous,writer",10,15742.0,0,6252,ML,AX,42774,5.66
tvSeries,Bakugan Battle Brawlers,Bakugan Battle Brawlers,0,2007,2010,22,"Adventure,Animation,Family",Toshihiro Ishikawa,1348,\N,\N,"director,assistant_director,art_department",Terry Klassen,1957,\N,"actor,miscellaneous,writer",23,902.0,1,6737,KH,NC,9551,5.12
short,The External World,The External World,0,2010,\N,17,"Animation,Short",David O'Reilly,706,1985,\N,"director,writer,producer",Vernon Chatman,\N,\N,"writer,producer,miscellaneous",18,173.0,1,6785,MV,UG,28970,7.91
movie,"Cherry, Harry & Raquel!","Cherry, Harry & Raquel!",0,1970,\N,71,"Action,Comedy",Russ Meyer,1011,1922,2004,"director,writer,producer",Russ Meyer,1922,2004,"director,writer,producer",23,532.0,0,2058,IO,TD,23254,5.5
movie,The Iron Horse,The Iron Horse,0,1924,\N,150,"History,Romance,Western",John Ford,1647,1894,1973,"director,producer,writer",Charles Kenyon,1880,1961,"writer,miscellaneous",14,351.0,1,4766,PN,LT,19088,6.72
short,Loft,Loft,0,2008,\N,16,"Drama,Musical,Romance",Violeta Barca-Fontana,6,\N,\N,"writer,director,editor",Violeta Barca-Fontana,\N,\N,"writer,director,editor",4,2.0,0,9670,DJ,BS,43234,6.78
movie,Stranded,Stranded,0,1965,\N,90,Drama,Juleen Compton,8,\N,\N,"writer,director,producer",Juleen Compton,\N,\N,"writer,director,producer",8,4.0,1,4056,BT,WS,58403,3.63
short,Fallen,Fallen,0,2009,\N,8,"Animation,Short",Richard Turke,6,\N,\N,"producer,actor,director",Richard Turke,\N,\N,"producer,actor,director",6,5.0,1,7030,PY,PN,50,7.06
short,Vacation,More,0,2017,\N,15,"Comedy,Drama,Short",Igor Seregi,15,1983,\N,"assistant_director,director,writer",Vid Hribar,\N,\N,"composer,actor,writer",4,6.0,0,105,MU,DE,2843,8.17
tvEpisode,Muppet Treasure Island,Muppet Treasure Island,0,2016,\N,\N,Documentary,Doug Walker,8,1981,\N,"writer,producer,editor",Doug Walker,1981,\N,"writer,producer,editor",22,2.0,1,-1,NU,LB,47607,5.98
tvEpisode,Amazing Spider-Man 2,Amazing Spider-Man 2,0,2014,\N,\N,Comedy,Alexandr Sokolov,13,\N,\N,"actor,director,writer",Alexandr Sokolov,\N,\N,"actor,director,writer",20,11.0,1,9837,MO,GL,11693,6.66
short,Marseille,Marseille,0,1935,\N,12,Short,Jean Margueritte,5,\N,\N,"director,assistant_director",Arno-Charles Brun,\N,\N,"writer,director",9,4.0,0,8224,FK,NU,54266,6.19
video,The Art of War II: Betrayal,The Art of War II: Betrayal,0,2008,\N,103,"Action,Thriller",Josef Rusnak,3288,1958,\N,"director,writer,assistant_director",Keith Shaw,\N,\N,"producer,writer,miscellaneous",27,413.0,1,4751,GH,KP,17646,4.82
movie,The Valley of Death,Winnetou und Shatterhand im Tal der Toten,0,1968,\N,89,"Adventure,Western",Harald Reinl,1094,1908,1986,"director,writer,editor",Herbert Reinecker,1914,2007,writer,41,968.0,0,8495,NU,SZ,23349,6.76
movie,Guzaarish,Guzaarish,0,2010,\N,126,Drama,Sanjay Leela Bhansali,14542,1963,\N,"producer,director,writer",Sanjay Leela Bhansali,1963,\N,"producer,director,writer",9,509.0,1,2570,RW,EG,23751,8.07
